"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Subscription.Type","newDate","count","monthYear"
"0h 5m 47s","12/15/2012 12:50","12/15/2012 12:56","Van Ness Metro / UDC","Connecticut Ave & Newark St NW / Cleveland Park","W20952","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 6m 14s","12/15/2012 12:50","12/15/2012 12:57","N Adams St & Lee Hwy","Clarendon Metro / Wilson Blvd & N Highland St","w00765","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 9m 9s","12/15/2012 12:50","12/15/2012 12:59","7th & R St NW / Shaw Library","17th & K St NW / Farragut Square","W01298","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 4m 26s","12/15/2012 12:50","12/15/2012 12:55","14th & R St NW","17th & Corcoran St NW","W20907","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 6m 14s","12/15/2012 12:50","12/15/2012 12:56","Van Ness Metro / UDC","Connecticut Ave & Newark St NW / Cleveland Park","W00010","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 7m 50s","12/15/2012 12:50","12/15/2012 12:58","Lincoln Park / 13th & East Capitol St NE ","Gallaudet / 8th St & Florida Ave NE","W20900","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 2m 11s","12/15/2012 12:50","12/15/2012 12:52","17th & Rhode Island Ave NW","19th & L St NW","W00826","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 58s","12/15/2012 12:50","12/15/2012 12:53","13th & D St NE","Bladensburg Rd & Benning Rd NE","W00966","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 4m 20s","12/15/2012 12:50","12/15/2012 12:54","20th & O St NW / Dupont South","15th & P St NW","W20927","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 6s","12/15/2012 12:49","12/15/2012 12:58","15th & P St NW","20th & O St NW / Dupont South","W00451","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 16m 13s","12/15/2012 12:49","12/15/2012 13:06","9th & Upshur St NW","9th & Upshur St NW","W00523","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 11m 21s","12/15/2012 12:49","12/15/2012 13:01","14th St Heights / 14th & Crittenden St NW","Park Rd & Holmead Pl NW","W20903","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 12s","12/15/2012 12:49","12/15/2012 12:52","Calvert St & Woodley Pl NW","Adams Mill & Columbia Rd NW","W01081","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 21m 18s","12/15/2012 12:50","12/15/2012 13:11","21st & M St NW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W20000","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 23m 38s","12/15/2012 12:49","12/15/2012 13:12","M St & Pennsylvania Ave NW","Columbia Rd & Georgia Ave NW","W20170","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 42s","12/15/2012 12:48","12/15/2012 12:57","13th & D St NE","Lincoln Park / 13th & East Capitol St NE ","W00550","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 55s","12/15/2012 12:48","12/15/2012 12:54","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Lincoln Park / 13th & East Capitol St NE ","W01293","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 14m 24s","12/15/2012 12:48","12/15/2012 13:03","Benning Rd & East Capitol St NE / Benning Rd Metro","Benning Branch Library","W20893","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 14m 17s","12/15/2012 12:48","12/15/2012 13:02","C & O Canal & Wisconsin Ave NW","5th St & K St NW","W00203","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 37s","12/15/2012 12:48","12/15/2012 12:54","D St & Maryland Ave NE","Columbus Circle / Union Station","W00347","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 10m 17s","12/15/2012 12:48","12/15/2012 12:58","3rd & H St NE","3rd & D St SE","W00740","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 6m 13s","12/15/2012 12:48","12/15/2012 12:54","Park Rd & Holmead Pl NW","14th & V St NW","W01259","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 18m 7s","12/15/2012 12:48","12/15/2012 13:06","14th & D St NW / Ronald Reagan Building","Lincoln Memorial","W01102","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 23m 0s","12/15/2012 12:48","12/15/2012 13:11","21st & M St NW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00800","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 11s","12/15/2012 12:47","12/15/2012 12:52","16th & Harvard St NW","Columbia Rd & Belmont St NW","W01063","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 7m 19s","12/15/2012 12:47","12/15/2012 12:54","Florida Ave & R St NW","5th & F St NW","W01240","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 18m 40s","12/15/2012 12:48","12/15/2012 13:06","14th & D St NW / Ronald Reagan Building","Lincoln Memorial","W20079","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 18s","12/15/2012 12:46","12/15/2012 12:50","21st & M St NW","20th & O St NW / Dupont South","W20887","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 25m 34s","12/15/2012 12:48","12/15/2012 13:14","4th & D St NW / Judiciary Square","21st & M St NW","W00698","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 39m 16s","12/15/2012 12:48","12/15/2012 13:27","1st & Rhode Island Ave NW","D St & Maryland Ave NE","W00895","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 16m 21s","12/15/2012 12:46","12/15/2012 13:02","11th & Kenyon St NW","15th & K St NW","W00974","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 9s","12/15/2012 12:46","12/15/2012 12:49","14th & R St NW","Thomas Circle","W00167","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 2m 13s","12/15/2012 12:46","12/15/2012 12:48","4th St & Massachusetts Ave NW","4th & D St NW / Judiciary Square","W00035","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 50s","12/15/2012 12:46","12/15/2012 12:54","13th & H St NE","1st & M St NE","W00840","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 9s","12/15/2012 12:45","12/15/2012 12:51","Potomac & Pennsylvania Ave SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00318","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 9m 33s","12/15/2012 12:45","12/15/2012 12:55","14th & Harvard St NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W00447","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 0m 3s","12/15/2012 12:45","12/15/2012 12:45","1st & M St NE","1st & M St NE","W00047","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 18s","12/15/2012 12:45","12/15/2012 12:50","New Hampshire Ave & T St NW [formerly 16th & U St NW]","15th & P St NW","W00789","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 13m 7s","12/15/2012 12:45","12/15/2012 12:58","3rd & H St NE","3rd & D St SE","W00608","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 10m 14s","12/15/2012 12:45","12/15/2012 12:55","Van Ness Metro / UDC","Adams Mill & Columbia Rd NW","W20975","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"2h 28m 27s","12/15/2012 12:45","12/15/2012 15:14","21st & I St NW","21st & I St NW","W00253","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 23s","12/15/2012 12:45","12/15/2012 12:53","3rd & H St NE","3rd & G St SE","W01169","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 15m 40s","12/15/2012 12:45","12/15/2012 13:00","C & O Canal & Wisconsin Ave NW","15th & K St NW","W00692","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 13s","12/15/2012 12:44","12/15/2012 12:49","14th & R St NW","Massachusetts Ave & Dupont Circle NW","W00914","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 15m 51s","12/15/2012 12:44","12/15/2012 13:00","S Glebe & Potomac Ave","Pentagon City Metro / 12th & Hayes St","W20195","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 7s","12/15/2012 12:44","12/15/2012 12:47","14th & Harvard St NW","11th & Kenyon St NW","W00773","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 7m 45s","12/15/2012 12:44","12/15/2012 12:51","14th & D St SE","Eastern Market / 7th & North Carolina Ave SE","W01053","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 15m 48s","12/15/2012 12:44","12/15/2012 12:59","S Glebe & Potomac Ave","Pentagon City Metro / 12th & Hayes St","W00048","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 7m 15s","12/15/2012 12:43","12/15/2012 12:51","4th & East Capitol St NE","North Capitol St & F St NW","W00497","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 16m 16s","12/15/2012 12:43","12/15/2012 13:00","M St & Pennsylvania Ave NW","Calvert St & Woodley Pl NW","W20884","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 54s","12/15/2012 12:44","12/15/2012 12:52","23rd & Eads","23rd & Eads","W01056","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 7m 28s","12/15/2012 12:43","12/15/2012 12:51","Columbia Rd & Belmont St NW","20th & O St NW / Dupont South","W00938","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 6m 18s","12/15/2012 12:43","12/15/2012 12:49","16th & Harvard St NW","14th St & Spring Rd NW","W00876","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 24m 47s","12/15/2012 12:43","12/15/2012 13:08","20th St & Florida Ave NW","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W00415","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 7m 33s","12/15/2012 12:43","12/15/2012 12:51","16th & Harvard St NW","Park Rd & Holmead Pl NW","W00630","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 25m 47s","12/15/2012 12:43","12/15/2012 13:09","20th St & Florida Ave NW","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W00227","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"2h 5m 31s","12/15/2012 12:44","12/15/2012 14:49","Jefferson Dr & 14th St SW","Metro Center / 12th & G St NW","W20118","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 13m 52s","12/15/2012 12:44","12/15/2012 12:58","8th & H St NW","8th & F St NW / National Portrait Gallery","W20046","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 0m 5s","12/15/2012 12:43","12/15/2012 12:43","12th & L St NW","12th & L St NW","W00615","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 16m 15s","12/15/2012 12:43","12/15/2012 12:59","M St & Pennsylvania Ave NW","Calvert St & Woodley Pl NW","W01455","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 24m 34s","12/15/2012 12:43","12/15/2012 13:07","20th St & Florida Ave NW","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W00094","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 24m 21s","12/15/2012 12:43","12/15/2012 13:07","20th St & Florida Ave NW","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W01392","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"2h 5m 24s","12/15/2012 12:44","12/15/2012 14:49","Jefferson Dr & 14th St SW","Metro Center / 12th & G St NW","W00950","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 4m 31s","12/15/2012 12:43","12/15/2012 12:47","14th St & Spring Rd NW","Park Rd & Holmead Pl NW","W20177","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 9m 15s","12/15/2012 12:42","12/15/2012 12:52","8th & F St NW / National Portrait Gallery","7th & T St NW","W20142","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 9m 26s","12/15/2012 12:42","12/15/2012 12:52","8th & F St NW / National Portrait Gallery","7th & T St NW","W20158","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 23s","12/15/2012 12:42","12/15/2012 12:46","Court House Metro / Wilson Blvd & N Uhle St","N Adams St & Lee Hwy","W20962","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 22m 31s","12/15/2012 12:42","12/15/2012 13:05","14th & Rhode Island Ave NW","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00206","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 6m 45s","12/15/2012 12:42","12/15/2012 12:49","8th & Eye St SE / Barracks Row","4th & East Capitol St NE","W01326","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"2h 30m 22s","12/15/2012 12:43","12/15/2012 15:13","21st & I St NW","21st & I St NW","W00141","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 45s","12/15/2012 12:42","12/15/2012 12:51","14th & Harvard St NW","17th & Corcoran St NW","W01278","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 34m 19s","12/15/2012 12:42","12/15/2012 13:16","N Randolph St & Fairfax Dr","N Randolph St & Fairfax Dr","W01468","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 34m 37s","12/15/2012 12:41","12/15/2012 13:16","N Randolph St & Fairfax Dr","N Randolph St & Fairfax Dr","W20042","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 4m 31s","12/15/2012 12:41","12/15/2012 12:46","Potomac & Pennsylvania Ave SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00865","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"1h 11m 19s","12/15/2012 12:42","12/15/2012 13:53","15th & P St NW","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W20014","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 10m 5s","12/15/2012 12:42","12/15/2012 12:52","19th & E Street NW","20th & O St NW / Dupont South","W00112","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 17m 37s","12/15/2012 12:41","12/15/2012 12:59","Convention Center / 7th & M St NW","Eastern Market / 7th & North Carolina Ave SE","W01104","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 38s","12/15/2012 12:41","12/15/2012 12:45","Thomas Circle","19th & L St NW","W00193","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 19m 34s","12/15/2012 12:41","12/15/2012 13:01","20th & O St NW / Dupont South","8th & F St NW / National Portrait Gallery","W00107","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"1h 11m 4s","12/15/2012 12:42","12/15/2012 13:53","15th & P St NW","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01329","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 13m 38s","12/15/2012 12:41","12/15/2012 12:55","19th & K St NW","California St & Florida Ave NW","W00151","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 20s","12/15/2012 12:41","12/15/2012 12:46","17th & Corcoran St NW","17th & K St NW [formerly 17th & L St NW]","W00199","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 19m 44s","12/15/2012 12:41","12/15/2012 13:01","4th & M St SW","17th & K St NW [formerly 17th & L St NW]","W01255","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 30m 12s","12/15/2012 12:41","12/15/2012 13:11","Adams Mill & Columbia Rd NW","20th & O St NW / Dupont South","W01496","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"2h 9m 18s","12/15/2012 12:41","12/15/2012 14:51","14th & R St NW","Smithsonian / Jefferson Dr & 12th St SW","W00153","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 12m 5s","12/15/2012 12:40","12/15/2012 12:52","1st & K St SE","Jefferson Memorial","W01371","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"2h 10m 0s","12/15/2012 12:41","12/15/2012 14:51","14th & R St NW","Smithsonian / Jefferson Dr & 12th St SW","W01226","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 16m 10s","12/15/2012 12:40","12/15/2012 12:56","17th & Corcoran St NW","10th & E St NW","W00823","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 13m 46s","12/15/2012 12:40","12/15/2012 12:53","19th St & Pennsylvania Ave NW","Smithsonian / Jefferson Dr & 12th St SW","W00445","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 13m 52s","12/15/2012 12:40","12/15/2012 12:53","19th St & Pennsylvania Ave NW","Smithsonian / Jefferson Dr & 12th St SW","W00033","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 9m 0s","12/15/2012 12:39","12/15/2012 12:48","16th & Harvard St NW","15th & P St NW","W00451","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 14m 7s","12/15/2012 12:39","12/15/2012 12:53","N Randolph St & Fairfax Dr","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W00906","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 28s","12/15/2012 12:39","12/15/2012 12:44","Eastern Market / 7th & North Carolina Ave SE","Lincoln Park / 13th & East Capitol St NE ","W20194","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 14m 16s","12/15/2012 12:39","12/15/2012 12:53","14th & Harvard St NW","15th & P St NW","W20021","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 9m 35s","12/15/2012 12:39","12/15/2012 12:48","16th & Harvard St NW","Massachusetts Ave & Dupont Circle NW","W20109","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 13m 18s","12/15/2012 12:39","12/15/2012 12:52","Convention Center / 7th & M St NW","Massachusetts Ave & Dupont Circle NW","W01291","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 21s","12/15/2012 12:39","12/15/2012 12:47","34th St & Wisconsin Ave NW","Lynn & 19th St North","W00675","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 18s","12/15/2012 12:39","12/15/2012 12:47","Thomas Circle","20th & O St NW / Dupont South","W00021","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 11m 41s","12/15/2012 12:39","12/15/2012 12:50","18th St & Pennsylvania Ave NW","25th St & Pennsylvania Ave NW","W01046","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 8s","12/15/2012 12:38","12/15/2012 12:44","Columbus Circle / Union Station","4th St & Massachusetts Ave NW","W01360","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 21m 49s","12/15/2012 12:38","12/15/2012 13:00","10th & E St NW","Lincoln Park / 13th & East Capitol St NE ","W00502","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 12m 37s","12/15/2012 12:38","12/15/2012 12:51","19th & E Street NW","Columbus Circle / Union Station","W00331","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 12m 10s","12/15/2012 12:38","12/15/2012 12:50","14th & V St NW","8th & H St NW","W00654","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 12m 15s","12/15/2012 12:38","12/15/2012 12:50","14th & V St NW","8th & H St NW","W00279","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 4m 56s","12/15/2012 12:38","12/15/2012 12:43","Florida Ave & R St NW","1st & M St NE","W01085","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 5m 21s","12/15/2012 12:37","12/15/2012 12:43","14th & Harvard St NW","Georgia Ave and Fairmont St NW","W01279","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 10m 39s","12/15/2012 12:37","12/15/2012 12:48","Eastern Market / 7th & North Carolina Ave SE","Maryland & Independence Ave SW","W01016","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 19s","12/15/2012 12:37","12/15/2012 12:41","New Hampshire Ave & T St NW [formerly 16th & U St NW]","Massachusetts Ave & Dupont Circle NW","W00284","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 11m 40s","12/15/2012 12:37","12/15/2012 12:49","Columbia Rd & Georgia Ave NW","Lamont & Mt Pleasant NW","W00096","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 11m 9s","12/15/2012 12:37","12/15/2012 12:48","14th St & Spring Rd NW","14th & R St NW","W20907","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 3m 1s","12/15/2012 12:37","12/15/2012 12:40","14th & V St NW","14th & R St NW","W00952","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 33m 45s","12/15/2012 12:38","12/15/2012 13:11","14th & V St NW","Eastern Market / 7th & North Carolina Ave SE","W00751","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 25m 14s","12/15/2012 12:37","12/15/2012 13:02","4th St & Massachusetts Ave NW","20th & O St NW / Dupont South","W00038","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 20m 56s","12/15/2012 12:36","12/15/2012 12:57","Georgetown Harbor / 30th St NW","4th St & Massachusetts Ave NW","W00743","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 7m 28s","12/15/2012 12:36","12/15/2012 12:43","Massachusetts Ave & Dupont Circle NW","10th & U St NW","W01114","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 17m 8s","12/15/2012 12:37","12/15/2012 12:54","Jefferson Dr & 14th St SW","Lincoln Memorial","W01246","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 28m 23s","12/15/2012 12:37","12/15/2012 13:05","26th & Crystal Dr","Jefferson Dr & 14th St SW","W01090","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 14m 8s","12/15/2012 12:36","12/15/2012 12:50","20th St & Florida Ave NW","1st & Rhode Island Ave NW","W20913","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 11m 55s","12/15/2012 12:36","12/15/2012 12:48","Columbia Rd & Belmont St NW","Columbia Rd & Belmont St NW","W00960","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 25m 44s","12/15/2012 12:37","12/15/2012 13:02","4th St & Massachusetts Ave NW","20th & O St NW / Dupont South","W01042","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 47m 39s","12/15/2012 12:36","12/15/2012 13:24","14th & V St NW","Eastern Market / 7th & North Carolina Ave SE","W00663","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 29m 2s","12/15/2012 12:36","12/15/2012 13:05","26th & Crystal Dr","Jefferson Dr & 14th St SW","W01200","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 8m 58s","12/15/2012 12:36","12/15/2012 12:45","Jefferson Memorial","Smithsonian / Jefferson Dr & 12th St SW","W01041","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 10m 54s","12/15/2012 12:34","12/15/2012 12:45","Metro Center / 12th & G St NW","17th & Rhode Island Ave NW","W00317","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 16m 26s","12/15/2012 12:34","12/15/2012 12:50","25th St & Pennsylvania Ave NW","Metro Center / 12th & G St NW","W20080","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 6m 45s","12/15/2012 12:34","12/15/2012 12:40","Lincoln Park / 13th & East Capitol St NE ","3rd & D St SE","W01284","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"1h 53m 43s","12/15/2012 12:34","12/15/2012 14:28","14th & V St NW","Maryland & Independence Ave SW","W00058","Casual",2012-12-15 12:00:00,1,"2012-12"
"0h 4m 50s","12/15/2012 12:33","12/15/2012 12:38","Columbus Circle / Union Station","D St & Maryland Ave NE","W01163","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 15m 31s","12/15/2012 12:33","12/15/2012 12:49","California St & Florida Ave NW","14th & R St NW","W01052","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 15m 36s","12/15/2012 12:33","12/15/2012 12:49","California St & Florida Ave NW","14th & R St NW","W01075","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"0h 7m 8s","12/15/2012 12:33","12/15/2012 12:40","7th & T St NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W20159","Subscriber",2012-12-15 12:00:00,1,"2012-12"
"2h 14m 22s","12/15/2012 12:33","12/15/2012 14:47","11th & Kenyon St NW","Park Rd & Holmead Pl NW","W01177","Subscriber",2012-12-15 12:00:00,1,"2012-12"
